35,5.43,6.04,7.92,9.83,14.51,30.51,0.025
35,5.65,6.28,8.25,10.26,15.15,31.88,0.05
35,5.89,6.55,8.6,10.7,15.82,33.28,0.075
35,6.13,6.82,8.97,11.17,16.52,34.81,0.1
35,6.39,7.11,9.37,11.67,17.27,36.36,0.125
35,6.66,7.41,9.78,12.19,18.05,38,0.15
35,6.94,7.73,10.21,12.74,18.89,39.8,0.175
35,7.24,8.07,10.67,13.32,19.77,41.73,0.2
35,7.56,8.43,11.15,13.93,20.7,43.66,0.225
35,7.9,8.81,11.67,14.59,21.69,45.74,0.25
35,8.25,9.21,12.21,15.28,22.73,47.99,0.275
35,8.63,9.64,12.79,16.01,23.83,50.36,0.3
35,9.03,10.09,13.41,16.8,25.01,52.9,0.325
35,9.46,10.57,14.07,17.63,26.27,55.55,0.35
35,9.91,11.09,14.77,18.52,27.6,58.31,0.375
35,10.4,11.64,15.52,19.47,29.03,61.33,0.4
35,10.92,12.23,16.32,20.48,30.55,64.47,0.425
35,11.47,12.86,17.18,21.57,32.17,67.66,0.45
35,12.07,13.54,18.1,22.73,33.9,71.09,0.475
35,12.72,14.27,19.09,23.98,35.74,74.8,0.5
35,13.41,15.06,20.15,25.31,37.7,78.45,0.525
35,14.16,15.9,21.3,26.75,39.79,82.7,0.55
35,14.97,16.82,22.53,28.28,42.01,87.19,0.575
35,15.84,17.8,23.86,29.93,44.38,91.91,0.6
35,16.78,18.86,25.28,31.69,46.88,96.59,0.625
35,17.8,20.01,26.8,33.56,49.52,101.33,0.65
35,18.9,21.24,28.43,35.55,52.3,106.26,0.675
35,20.08,22.57,30.17,37.66,55.22,110.93,0.7
35,21.34,23.99,32.01,39.87,58.24,115.86,0.725
35,22.69,25.49,33.96,42.19,61.34,120.44,0.75
35,24.12,27.08,35.98,44.59,64.48,125.51,0.775
35,25.61,28.73,38.06,47.03,67.6,130.65,0.8
35,27.14,30.43,40.16,49.48,70.67,135.25,0.825
35,28.7,32.13,42.25,51.88,73.62,139.28,0.85
35,30.25,33.81,44.29,54.16,76.42,143.24,0.875
35,31.73,35.41,46.15,56.23,78.86,146.53,0.9
35,33.07,36.86,47.8,58.02,80.85,148.94,0.925
35,34.19,38.05,49.13,59.41,82.35,150.77,0.95
35,34.98,38.87,50,60.3,83.26,151.71,0.975
40,3.98,4.39,5.66,6.94,10.02,20.25,-0.2
40,4.32,4.77,6.15,7.54,10.91,22.02,-0.15
40,4.68,5.17,6.68,8.2,11.88,23.97,-0.1
40,5.07,5.61,7.26,8.93,12.94,26.12,-0.05
40,5.5,6.09,7.89,9.72,14.1,28.52,0
40,5.73,6.34,8.23,10.14,14.73,29.86,0.025
40,5.97,6.61,8.59,10.59,15.39,31.17,0.05
40,6.22,6.89,8.96,11.06,16.09,32.65,0.075
40,6.49,7.19,9.36,11.55,16.82,34.19,0.1
40,6.76,7.5,9.77,12.07,17.59,35.79,0.125
40,7.06,7.83,10.21,12.62,18.41,37.48,0.15
40,7.36,8.17,10.68,13.2,19.29,39.26,0.175
40,7.69,8.54,11.17,13.82,20.2,41.15,0.2
40,8.04,8.93,11.68,14.47,21.18,43.17,0.225
40,8.4,9.34,12.24,15.17,22.23,45.33,0.25
40,8.79,9.78,12.83,15.91,23.33,47.6,0.275
40,9.2,10.24,13.45,16.69,24.51,49.96,0.3
40,9.64,10.74,14.12,17.53,25.77,52.57,0.325
40,10.11,11.27,14.83,18.43,27.1,55.38,0.35
40,10.61,11.83,15.6,19.4,28.54,58.3,0.375
40,11.15,12.44,16.42,20.43,30.07,61.38,0.4
40,11.73,13.09,17.3,21.54,31.72,64.89,0.425
40,12.35,13.8,18.25,22.74,33.49,68.44,0.45
40,13.02,14.55,19.27,24.03,35.4,72.32,0.475
40,13.75,15.37,20.38,25.41,37.45,76.39,0.5
40,14.54,16.26,21.58,26.92,39.66,80.86,0.525
40,15.39,17.22,22.88,28.54,42.03,85.57,0.55
40,16.32,18.27,24.28,30.29,44.59,90.56,0.575
40,17.33,19.41,25.81,32.2,47.34,96.17,0.6
40,18.43,20.65,27.48,34.27,50.3,101.77,0.625
40,19.64,22.01,29.29,36.51,53.47,107.61,0.65
40,20.96,23.49,31.26,38.92,56.88,113.66,0.675
40,22.4,25.11,33.38,41.52,60.49,120.04,0.7
40,23.97,26.87,35.68,44.31,64.33,126.68,0.725
40,25.68,28.78,38.17,47.29,68.38,133.9,0.75
40,27.53,30.85,40.82,50.45,72.61,140.82,0.775
40,29.52,33.06,43.62,53.75,76.95,147.38,0.8
40,31.64,35.39,46.55,57.18,81.32,154.16,0.825
40,33.86,37.84,49.56,60.66,85.65,160.72,0.85
40,36.15,40.33,52.57,64.1,89.88,166.1,0.875
40,38.44,42.82,55.54,67.39,93.84,171.16,0.9
40,40.65,45.2,58.29,70.37,97.34,175.74,0.925
40,42.65,47.33,60.67,72.88,100.16,179.42,0.95
40,44.17,48.93,62.39,74.68,102.02,181.6,0.975
50,4.19,4.6,5.86,7.11,10.08,19.51,-0.2
50,4.56,5.01,6.38,7.75,11,21.28,-0.15
50,4.95,5.45,6.95,8.45,12,23.25,-0.1
50,5.38,5.92,7.57,9.21,13.1,25.46,-0.05
50,5.85,6.44,8.25,10.05,14.31,27.82,0
50,6.11,6.72,8.61,10.5,14.97,29.12,0.025
50,6.37,7.02,8.99,10.97,15.66,30.5,0.05
50,6.65,7.32,9.4,11.47,16.38,31.94,0.075
50,6.94,7.65,9.82,12,17.15,33.46,0.1
50,7.24,7.99,10.27,12.55,17.96,35.05,0.125
50,7.57,8.35,10.74,13.14,18.82,36.8,0.15
50,7.91,8.73,11.24,13.76,19.73,38.63,0.175
50,8.27,9.13,11.78,14.42,20.7,40.68,0.2
50,8.65,9.56,12.34,15.12,21.72,42.74,0.225
50,9.06,10.01,12.94,15.86,22.82,45.01,0.25
50,9.49,10.49,13.58,16.65,23.99,47.43,0.275
50,9.95,11.01,14.26,17.5,25.24,49.95,0.3
50,10.44,11.55,14.99,18.41,26.57,52.65,0.325
50,10.96,12.14,15.77,19.38,28.01,55.6,0.35
50,11.53,12.77,16.61,20.43,29.55,58.83,0.375
50,12.13,13.45,17.51,21.56,31.21,62.24,0.4
50,12.79,14.19,18.49,22.78,33.01,65.95,0.425
50,13.49,14.98,19.54,24.1,34.95,69.91,0.45
50,14.26,15.84,20.69,25.54,37.06,74.16,0.475
50,15.09,16.77,21.94,27.1,39.35,78.55,0.5
50,16,17.79,23.3,28.8,41.85,83.41,0.525
50,16.99,18.91,24.79,30.65,44.56,88.67,0.55
50,18.08,20.13,26.42,32.68,47.53,94.47,0.575
50,19.28,21.48,28.22,34.91,50.77,100.53,0.6
50,20.61,22.97,30.2,37.37,54.33,107.37,0.625
50,22.07,24.62,32.4,40.08,58.2,114.89,0.65
50,23.7,26.45,34.83,43.07,62.47,122.52,0.675
50,25.52,28.48,37.52,46.37,67.13,130.91,0.7
50,27.55,30.76,40.5,50.02,72.19,140.25,0.725
50,29.81,33.29,43.79,54.03,77.71,149.73,0.75
50,32.35,36.12,47.44,58.43,83.69,159.72,0.775
50,35.17,39.25,51.46,63.22,90.09,170.73,0.8
50,38.29,42.71,55.86,68.39,96.9,181.72,0.825
50,41.74,46.51,60.59,73.92,104.05,192.76,0.85
50,45.49,50.61,65.62,79.69,111.35,203.34,0.875
50,49.49,54.97,70.84,85.6,118.64,213.88,0.9
50,53.65,59.44,76.05,91.43,125.53,223.61,0.925
50,57.76,63.83,81,96.77,131.75,231.78,0.95
50,61.26,67.51,84.97,100.97,136.44,235.97,0.975
60,4.33,4.73,5.97,7.21,10.09,19.17,-0.2
60,4.71,5.16,6.52,7.87,11.03,20.93,-0.15
60,5.13,5.62,7.11,8.59,12.06,22.87,-0.1
60,5.58,6.12,7.76,9.38,13.18,25.05,-0.05
60,6.08,6.67,8.47,10.24,14.41,27.49,0
60,6.35,6.96,8.85,10.71,15.08,28.82,0.025
60,6.63,7.27,9.25,11.2,15.78,30.17,0.05
60,6.92,7.6,9.66,11.71,16.52,31.64,0.075
60,7.23,7.94,10.11,12.26,17.3,33.16,0.1
60,7.55,8.3,10.58,12.83,18.13,34.76,0.125
60,7.89,8.68,11.07,13.44,19.01,36.47,0.15
60,8.26,9.08,11.59,14.08,19.94,38.31,0.175
60,8.64,9.5,12.14,14.76,20.92,40.27,0.2
60,9.05,9.95,12.73,15.49,21.97,42.35,0.225
60,9.48,10.43,13.36,16.26,23.09,44.57,0.25
60,9.94,10.94,14.03,17.09,24.29,46.92,0.275
60,10.43,11.49,14.74,17.97,25.57,49.51,0.3
60,10.95,12.07,15.51,18.91,26.95,52.26,0.325
60,11.51,12.69,16.33,19.93,28.43,55.27,0.35
60,12.11,13.37,17.21,21.02,30.02,58.47,0.375
60,12.76,14.09,18.16,22.2,31.75,61.99,0.4
60,13.46,14.87,19.19,23.48,33.61,65.68,0.425
60,14.22,15.71,20.31,24.87,35.62,69.77,0.45
60,15.04,16.63,21.52,26.38,37.83,74.13,0.475
60,15.94,17.64,22.85,28.03,40.23,78.91,0.5
60,16.92,18.73,24.3,29.83,42.86,83.83,0.525
60,18,19.94,25.9,31.81,45.75,89.59,0.55
60,19.18,21.27,27.66,34,48.94,95.8,0.575
60,20.5,22.74,29.6,36.43,52.45,102.46,0.6
60,21.96,24.37,31.77,39.11,56.35,110,0.625
60,23.59,26.2,34.18,42.11,60.67,118.21,0.65
60,25.42,28.25,36.89,45.45,65.45,127.25,0.675
60,27.48,30.55,39.93,49.2,70.77,137.53,0.7
60,29.8,33.16,43.37,53.41,76.69,148.77,0.725
60,32.45,36.11,47.24,58.13,83.31,160.56,0.75
60,35.47,39.48,51.62,63.44,90.65,173.35,0.775
60,38.91,43.31,56.56,69.39,98.78,187.46,0.8
60,42.83,47.68,62.12,76.03,107.7,201.79,0.825
60,47.3,52.61,68.35,83.38,117.4,216.93,0.85
60,52.34,58.14,75.2,91.33,127.6,232.29,0.875
60,57.96,64.28,82.62,99.83,138.3,247.95,0.9
60,64.09,70.88,90.43,108.62,148.98,263.07,0.925
60,70.48,77.69,98.24,117.15,159.11,274.42,0.95
60,76.39,83.92,105.02,124.42,167.29,284.22,0.975
70,4.42,4.82,6.06,7.27,10.1,18.69,-0.2
70,4.82,5.27,6.62,7.95,11.05,20.48,-0.15
70,5.25,5.74,7.23,8.68,12.08,22.42,-0.1
70,5.73,6.26,7.89,9.49,13.22,24.58,-0.05
70,6.24,6.83,8.62,10.37,14.47,26.92,0
70,6.52,7.14,9.01,10.85,15.14,28.2,0.025
70,6.81,7.46,9.42,11.35,15.85,29.57,0.05
70,7.11,7.79,9.85,11.88,16.6,30.95,0.075
70,7.43,8.15,10.31,12.43,17.4,32.47,0.1
70,7.77,8.52,10.79,13.02,18.23,34.07,0.125
70,8.13,8.91,11.3,13.64,19.12,35.76,0.15
70,8.5,9.33,11.84,14.3,20.06,37.62,0.175
70,8.9,9.77,12.41,15,21.06,39.56,0.2
70,9.33,10.24,13.01,15.74,22.12,41.66,0.225
70,9.78,10.74,13.66,16.53,23.26,43.84,0.25
70,10.25,11.27,14.34,17.37,24.47,46.2,0.275
70,10.77,11.83,15.08,18.28,25.77,48.74,0.3
70,11.31,12.44,15.87,19.24,27.17,51.46,0.325
70,11.9,13.08,16.71,20.28,28.67,54.43,0.35
70,12.53,13.78,17.62,21.41,30.29,57.63,0.375
70,13.2,14.53,18.6,22.62,32.05,60.99,0.4
70,13.93,15.35,19.66,23.93,33.95,64.76,0.425
70,14.73,16.23,20.82,25.36,36.02,68.82,0.45
70,15.59,17.19,22.08,26.91,38.28,73.3,0.475
70,16.53,18.24,23.45,28.61,40.73,78.2,0.5
70,17.56,19.39,24.96,30.48,43.45,83.46,0.525
70,18.69,20.65,26.62,32.55,46.45,89.46,0.55
70,19.95,22.05,28.47,34.82,49.76,95.84,0.575
70,21.34,23.6,30.51,37.35,53.44,102.83,0.6
70,22.88,25.33,32.79,40.18,57.51,110.68,0.625
70,24.62,27.27,35.35,43.35,62.07,119.65,0.65
70,26.58,29.46,38.23,46.92,67.22,129.39,0.675
70,28.8,31.94,41.51,50.96,73.02,140.56,0.7
70,31.34,34.77,45.24,55.55,79.55,152.85,0.725
70,34.25,38.02,49.51,60.77,86.92,166.49,0.75
70,37.61,41.77,54.4,66.75,95.35,181.97,0.775
70,41.51,46.12,60.05,73.61,104.86,198.67,0.8
70,46.06,51.18,66.57,81.43,115.53,216.63,0.825
70,51.37,57.05,74.04,90.34,127.46,236.33,0.85
70,57.54,63.87,82.57,100.36,140.56,257.25,0.875
70,64.68,71.66,92.13,111.41,154.65,278.41,0.9
70,72.75,80.4,102.55,123.22,169.37,298.89,0.925
70,81.57,89.82,113.45,135.3,183.83,317.9,0.95
70,90.2,98.9,123.47,146.07,196.19,331.84,0.975
80,4.49,4.9,6.12,7.32,10.09,18.39,-0.2
80,4.9,5.35,6.69,8.01,11.05,20.18,-0.15
80,5.35,5.84,7.31,8.76,12.1,22.11,-0.1
80,5.84,6.37,7.99,9.58,13.25,24.25,-0.05
80,6.37,6.96,8.73,10.48,14.51,26.57,0
80,6.65,7.27,9.13,10.96,15.19,27.83,0.025
80,6.95,7.6,9.55,11.47,15.91,29.15,0.05
80,7.27,7.94,9.99,12.01,16.66,30.56,0.075
80,7.6,8.31,10.46,12.57,17.46,32.06,0.1
80,7.95,8.69,10.95,13.17,18.3,33.69,0.125
80,8.31,9.1,11.47,13.8,19.2,35.41,0.15
80,8.7,9.52,12.02,14.47,20.15,37.19,0.175
80,9.11,9.98,12.6,15.18,21.16,39.08,0.2
80,9.55,10.46,13.22,15.93,22.23,41.13,0.225
80,10.01,10.97,13.87,16.74,23.37,43.34,0.25
80,10.5,11.51,14.58,17.59,24.6,45.63,0.275
80,11.03,12.09,15.33,18.51,25.91,48.14,0.3
80,11.59,12.72,16.13,19.49,27.32,50.88,0.325
80,12.2,13.38,16.99,20.55,28.84,53.82,0.35
80,12.84,14.1,17.92,21.69,30.47,56.95,0.375
80,13.54,14.87,18.93,22.92,32.25,60.4,0.4
80,14.3,15.71,20.01,24.26,34.18,64.12,0.425
80,15.11,16.62,21.19,25.71,36.26,68.15,0.45
80,16,17.61,22.48,27.3,38.55,72.63,0.475
80,16.98,18.69,23.89,29.03,41.06,77.45,0.5
80,18.04,19.88,25.44,30.94,43.82,82.63,0.525
80,19.22,21.18,27.15,33.05,46.87,88.65,0.55
80,20.52,22.63,29.04,35.39,50.25,95,0.575
80,21.97,24.24,31.15,38,54.02,102.62,0.6
80,23.58,26.03,33.52,40.92,58.23,110.71,0.625
80,25.4,28.06,36.18,44.21,62.98,119.98,0.65
80,27.45,30.35,39.19,47.94,68.35,130.33,0.675
80,29.79,32.96,42.63,52.18,74.44,142.06,0.7
80,32.47,35.96,46.57,57.05,81.4,155.2,0.725
80,35.58,39.42,51.12,62.64,89.35,170.41,0.75
80,39.2,43.46,56.41,69.15,98.52,187.58,0.775
80,43.45,48.21,62.59,76.7,109.1,206.58,0.8
80,48.49,53.82,69.85,85.48,121.25,227.32,0.825
80,54.5,60.47,78.39,95.74,135.18,250.97,0.85
80,61.65,68.38,88.39,107.58,150.96,277.65,0.875
80,70.15,77.71,99.96,121.06,168.45,305.14,0.9
80,80.11,88.54,113.05,136.01,187.4,332.73,0.925
80,91.43,100.68,127.19,151.85,206.59,358.78,0.95
80,103.09,112.99,140.9,166.69,223.68,378.64,0.975
90,4.55,4.95,6.17,7.36,10.09,18.26,-0.2
90,4.97,5.41,6.75,8.06,11.06,19.98,-0.15
90,5.43,5.91,7.38,8.82,12.11,21.91,-0.1
90,5.93,6.46,8.07,9.65,13.27,24.05,-0.05
90,6.47,7.06,8.83,10.56,14.54,26.37,0
90,6.76,7.38,9.24,11.05,15.23,27.64,0.025
90,7.07,7.71,9.66,11.57,15.95,29,0.05
90,7.39,8.07,10.11,12.11,16.7,30.42,0.075
90,7.73,8.44,10.58,12.68,17.51,31.93,0.1
90,8.08,8.83,11.08,13.28,18.36,33.51,0.125
90,8.46,9.24,11.61,13.92,19.25,35.17,0.15
90,8.86,9.68,12.17,14.6,20.2,36.99,0.175
90,9.28,10.14,12.76,15.32,21.21,38.88,0.2
90,9.72,10.63,13.39,16.08,22.29,40.91,0.225
90,10.2,11.16,14.06,16.9,23.44,43.12,0.25
90,10.7,11.71,14.77,17.76,24.68,45.5,0.275
90,11.24,12.31,15.53,18.69,25.99,48.07,0.3
90,11.82,12.94,16.35,19.69,27.41,50.77,0.325
90,12.43,13.62,17.23,20.76,28.93,53.69,0.35
90,13.1,14.36,18.17,21.91,30.58,56.82,0.375
90,13.81,15.15,19.19,23.16,32.37,60.2,0.4
90,14.59,16,20.3,24.52,34.3,63.89,0.425
90,15.42,16.93,21.5,25.99,36.41,67.98,0.45
90,16.34,17.94,22.81,27.59,38.72,72.45,0.475
90,17.33,19.05,24.25,29.35,41.25,77.38,0.5
90,18.43,20.26,25.83,31.29,44.04,82.77,0.525
90,19.63,21.6,27.57,33.44,47.12,88.81,0.55
90,20.97,23.08,29.5,35.82,50.55,95.43,0.575
90,22.45,24.73,31.66,38.48,54.39,102.87,0.6
90,24.12,26.58,34.08,41.46,58.68,111.21,0.625
90,25.99,28.67,36.81,44.84,63.53,120.81,0.65
90,28.12,31.03,39.91,48.67,69.03,131.51,0.675
90,30.54,33.74,43.46,53.05,75.34,143.8,0.7
90,33.34,36.86,47.56,58.11,82.63,157.9,0.725
90,36.6,40.48,52.33,63.99,91.05,173.47,0.75
90,40.43,44.74,57.91,70.87,100.8,191.69,0.775
90,44.96,49.79,64.53,78.96,112.19,211.67,0.8
90,50.39,55.85,72.41,88.53,125.58,235.53,0.825
90,56.95,63.14,81.84,99.92,141.22,262.36,0.85
90,64.95,72.01,93.13,113.41,159.49,294.27,0.875
90,74.72,82.75,106.57,129.25,180.34,328.58,0.9
90,86.49,95.62,122.26,147.39,203.55,362.77,0.925
90,100.33,110.56,139.91,167.22,227.95,398.17,0.95
90,115.27,126.34,157.73,186.68,250.72,426.38,0.975
100,4.6,5,6.21,7.39,10.09,18.14,-0.2
100,5.03,5.47,6.8,8.1,11.07,19.89,-0.15
100,5.5,5.98,7.44,8.87,12.14,21.81,-0.1
100,6.01,6.54,8.14,9.71,13.3,23.93,-0.05
100,6.56,7.15,8.91,10.63,14.58,26.26,0
100,6.86,7.47,9.32,11.13,15.27,27.51,0.025
100,7.17,7.81,9.75,11.65,15.99,28.82,0.05
100,7.5,8.17,10.21,12.2,16.76,30.23,0.075
100,7.84,8.55,10.69,12.78,17.57,31.75,0.1
100,8.2,8.95,11.19,13.38,18.42,33.33,0.125
100,8.59,9.37,11.73,14.03,19.32,35,0.15
100,8.99,9.81,12.29,14.71,20.28,36.81,0.175
100,9.42,10.28,12.89,15.44,21.31,38.73,0.2
100,9.88,10.78,13.53,16.21,22.39,40.77,0.225
100,10.36,11.32,14.21,17.03,23.55,42.91,0.25
100,10.88,11.88,14.93,17.91,24.78,45.26,0.275
100,11.42,12.49,15.7,18.85,26.11,47.77,0.3
100,12.01,13.13,16.53,19.85,27.53,50.39,0.325
100,12.64,13.83,17.42,20.93,29.06,53.28,0.35
100,13.32,14.57,18.37,22.1,30.71,56.44,0.375
100,14.05,15.38,19.41,23.36,32.5,59.76,0.4
100,14.84,16.25,20.53,24.73,34.45,63.46,0.425
100,15.69,17.19,21.74,26.22,36.57,67.51,0.45
100,16.63,18.22,23.07,27.85,38.89,71.9,0.475
100,17.64,19.35,24.53,29.63,41.45,76.88,0.5
100,18.76,20.59,26.13,31.59,44.27,82.36,0.525
100,19.99,21.95,27.9,33.76,47.39,88.43,0.55
